"DATE","BSCNAME","SITENAME","CELLNAME","TRAFFIC_2G","HTRAFFIC_2G","EDL_TRAF","EUL_TRAF","GDL_TRAF","GUL_TRAF","DATA_2G"
"26/05/2025","VINH_PHUC_1","VP_PYN_TRUNG_TRAC","VP_PYN_TRUNG_TRAC_1","1.47","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_PYN_TRUNG_TRAC","VP_PYN_TRUNG_TRAC_2","0.28","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_PYN_TRUNG_TRAC","VP_PYN_TRUNG_TRAC_3","0.18","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_DONG_QUE","VP_SLO_DONG_QUE_1","0.23","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_DONG_QUE","VP_SLO_DONG_QUE_2","2.84","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_DONG_QUE","VP_SLO_DONG_QUE_3","0.16","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_LANG_CONG","VP_SLO_LANG_CONG_1","0.51","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_LANG_CONG","VP_SLO_LANG_CONG_2","0.43","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_SLO_LANG_CONG","VP_SLO_LANG_CONG_3","1.23","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_TDO_GOLF_TAM_DAO_2","VP_TDO_GOLF_TAM_DAO_2_1","0.43","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_TDO_GOLF_TAM_DAO_2","VP_TDO_GOLF_TAM_DAO_2_3","1.62","0.66","","","","",""
"26/05/2025","VINH_PHUC_1","VP_TDG_DH_TRUNG_VUONG","VP_TDG_DH_TRUNG_VUONG_6","1.21","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_AN_TUONG","VP_VTG_AN_TUONG_1","0.07","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_AN_TUONG","VP_VTG_AN_TUONG_2","1.17","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_AN_TUONG","VP_VTG_AN_TUONG_3","3.29","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_BINH_DUONG","VP_VTG_BINH_DUONG_1","1.46","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_BO_SAO","VP_VTG_BO_SAO_3","3.47","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_BO_SAO_2","VP_VTG_BO_SAO_2_1","1.09","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_BO_SAO_2","VP_VTG_BO_SAO_2_2","0.51","0.43","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_BO_SAO_2","VP_VTG_BO_SAO_2_3","0.17","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_THO_TANG","VP_VTG_THO_TANG_1","1.67","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_THO_TANG","VP_VTG_THO_TANG_2","0.91","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_THO_TANG","VP_VTG_THO_TANG_3","3.33","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_VINH_TUONG","VP_VTG_VINH_TUONG_1","0.3","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_VINH_TUONG","VP_VTG_VINH_TUONG_2","1.37","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VTG_VINH_TUONG","VP_VTG_VINH_TUONG_3","0.22","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DONG_TAM","VP_VYN_DONG_TAM_1","0.32","0.07","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DONG_TAM","VP_VYN_DONG_TAM_2","0.4","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DONG_TAM","VP_VYN_DONG_TAM_3","0.64","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DUONG_ME_LINH","VP_VYN_DUONG_ME_LINH_4","0.21","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DUONG_ME_LINH","VP_VYN_DUONG_ME_LINH_5","0.02","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_DUONG_ME_LINH","VP_VYN_DUONG_ME_LINH_6","0.07","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_THANH_TRU","VP_VYN_THANH_TRU_2","1.28","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_THANH_TRU","VP_VYN_THANH_TRU_3","0.44","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_TON_DUC_THANG_2","VP_VYN_TON_DUC_THANG_2_1","0.79","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_TON_DUC_THANG_2","VP_VYN_TON_DUC_THANG_2_2","0.25","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_TON_DUC_THANG_2","VP_VYN_TON_DUC_THANG_2_3","0.66","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_VINH_YEN","VP_VYN_VINH_YEN_1","1.61","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_VINH_YEN","VP_VYN_VINH_YEN_2","0.22","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_VYN_VINH_YEN","VP_VYN_VINH_YEN_3","0.91","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_DAI_TU_2","VP_YLC_DAI_TU_2_1","2.8","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_DAI_TU_2","VP_YLC_DAI_TU_2_2","1.28","0.04","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_TRUNG_NGUYEN","VP_YLC_TRUNG_NGUYEN_1","1.38","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_TRUNG_NGUYEN","VP_YLC_TRUNG_NGUYEN_2","0.72","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_TRUNG_NGUYEN","VP_YLC_TRUNG_NGUYEN_3","0.31","0.1","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_VAN_TIEN","VP_YLC_VAN_TIEN_1","1.49","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_VAN_TIEN","VP_YLC_VAN_TIEN_2","0.68","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_VAN_TIEN","VP_YLC_VAN_TIEN_3","0.97","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_YEN_LAC","VP_YLC_YEN_LAC_2","0.65","0","","","","",""
"26/05/2025","VINH_PHUC_1","VP_YLC_YEN_LAC","VP_YLC_YEN_LAC_3","2.43","0.59","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_AU_LAU","YB_YBI_AU_LAU_1","3.26","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_AU_LAU","YB_YBI_AU_LAU_2","0.48","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_AU_LAU","YB_YBI_AU_LAU_3","0.68","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_CN_VAN_PHU","YB_YBI_CN_VAN_PHU_1","1.62","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_CN_VAN_PHU","YB_YBI_CN_VAN_PHU_2","2.42","0.19","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_CN_VAN_PHU","YB_YBI_CN_VAN_PHU_3","3.37","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_CV_HO_YEN_HOA","YB_YBI_CV_HO_YEN_HOA_1","2.77","1.32","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_CV_HO_YEN_HOA","YB_YBI_CV_HO_YEN_HOA_3","1.66","0.2","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_VAN_TIEN","YB_YBI_VAN_TIEN_2","1.35","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBI_VAN_TIEN","YB_YBI_VAN_TIEN_3","2.1","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_VINH_KIEN","YB_YBH_VINH_KIEN_1","0.46","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_VINH_KIEN","YB_YBH_VINH_KIEN_2","0.14","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_VINH_KIEN","YB_YBH_VINH_KIEN_3","0.28","0","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_YEN_BINH_2","YB_YBH_YEN_BINH_2_1","1.11","0.24","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_YEN_BINH_2","YB_YBH_YEN_BINH_2_2","1.87","0.86","","","","",""
"26/05/2025","YEN_BAI_1","YB_YBH_YEN_BINH_2","YB_YBH_YEN_BINH_2_3","2.92","0","","","","",""
"26/05/2025","BTGG05H","BTBI01","BTBI011","5.06","0.65","9594.7","6957.86","1688.08","1199.93","19440.57"
"26/05/2025","BTGG05H","BTBI01","BTBI012","1.49","0.32","1909.1","1489.08","5191.01","2170.2","10759.38"
"26/05/2025","BTGG05H","BTBI01","BTBI013","2.34","0.54","5693.97","4152.12","2684.3","2171.26","14701.65"
"26/05/2025","BTGG05H","BTBI03","BTBI031","5.09","0.41","1136.21","1227.33","3375.41","1379.05","7118"
"26/05/2025","BTGG05H","BTBI03","BTBI032","0.81","0.14","3980.53","3106.62","860.97","430.24","8378.36"
"26/05/2025","BTGG05H","BTBI03","BTBI033","0.69","0.09","541.22","530.5","95.39","80.11","1247.21"
"26/05/2025","BTGG05H","BTBI05","BTBI051","1.02","0.31","13713.12","7833.9","235.8","119.12","21901.93"
"26/05/2025","BTGG05H","BTBI05","BTBI052","0.4","0.17","1810.63","1227.85","323.58","177.64","3539.7"
"26/05/2025","BTGG05H","BTBI05","BTBI053","1.14","0.43","882.11","713.51","566.9","296.67","2459.19"
"26/05/2025","BTGG05H","BTBI06","BTBI061","2.89","0.55","922.56","676.4","2361.54","1475.61","5436.11"
"26/05/2025","BSC_HA_TINH_3","HT_CLC_NHAN_LOC","HT_CLC_NHAN_LOC_4","1.16","0","15797.31","8342.18","246.82","292.07","24678.37"
"26/05/2025","BSC_HA_TINH_3","HT_CLC_NHAN_LOC","HT_CLC_NHAN_LOC_5","0.68","0","15184.25","9794.62","86.72","69.75","25135.34"
"26/05/2025","iHNHM6H","HT_CLC_CHUA_HUONG","HT_CLC_CHUA_HUONG_1","0","0","1007.7","623.68","0.73","1.36","1633.47"
"26/05/2025","iHNHM6H","HT_CLC_CHUA_HUONG","HT_CLC_CHUA_HUONG_2","6.48","1.9","27030.26","18334.87","1358.66","2028.48","48752.26"
"26/05/2025","iHNHM6H","HT_CLC_CHUA_HUONG","HT_CLC_CHUA_HUONG_3","1.78","0.14","46170.03","28824.82","728.43","654.77","76378.05"
"26/05/2025","iHNHM6H","HT_CLC_DONG_LOC_2","HT_CLC_DONG_LOC_2_4","0.42","0","2976.59","1356.49","15.93","10.51","4359.52"
"26/05/2025","iHNHM6H","HT_CLC_DONG_LOC_2","HT_CLC_DONG_LOC_2_5","1.07","0","60960.89","48079.97","108.12","85.05","109234.03"
"26/05/2025","iHNHM6H","HT_CLC_DONG_LOC_2","HT_CLC_DONG_LOC_2_6","0.61","0","9485.06","5716.32","23.07","17.41","15241.86"
"26/05/2025","iHNHM6H","HT_CLC_GIA_HANH_2","HT_CLC_GIA_HANH_2_4","1.15","0","23154.05","15743.53","254.69","227.85","39380.13"
"26/05/2025","iHNHM6H","HT_CLC_GIA_HANH_2","HT_CLC_GIA_HANH_2_5","1.57","0","14482.48","8524.29","814.32","731.45","24552.53"
"26/05/2025","iHNHM6H","HT_CLC_GIA_HANH_2","HT_CLC_GIA_HANH_2_6","2.11","0","107251.71","67389.84","159.87","89.32","174890.73"
"26/05/2025","iHNHM6H","HT_CLC_MY_LOC_2","HT_CLC_MY_LOC_2_4","1.04","0","126361.52","79177.16","48.09","31.15","205617.91"
"26/05/2025","iHNHM6H","HT_CLC_MY_LOC_2","HT_CLC_MY_LOC_2_5","1.71","0","21400.58","11435.51","428.84","443.75","33708.68"
"26/05/2025","iHNHM6H","HT_CLC_MY_LOC_2","HT_CLC_MY_LOC_2_6","0.19","0","37523.2","24346.4","58.14","34.78","61962.51"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC","HT_CLC_QUANG_LOC_4","2.63","0","29494.91","19378.21","112.19","97.67","49082.99"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC","HT_CLC_QUANG_LOC_5","1.07","0","4371.65","2983.21","498.26","433.36","8286.47"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC","HT_CLC_QUANG_LOC_6","3.37","0","31630.71","20667.28","1115.18","773.24","54186.41"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC_2","HT_CLC_QUANG_LOC_2_4","0.23","0","4617.59","2642.5","74.61","67.59","7402.28"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC_2","HT_CLC_QUANG_LOC_2_5","0.09","0","2200.43","1770.55","7.83","9.22","3988.03"
"26/05/2025","iHNHM6H","HT_CLC_QUANG_LOC_2","HT_CLC_QUANG_LOC_2_6","0.41","0","24272.16","16543.65","141.47","133.09","41090.38"
"26/05/2025","iHNHM6H","HT_CLC_THIEN_LOC_2","HT_CLC_THIEN_LOC_2_4","0.02","0","25.26","17.69","0","0","42.96"
"26/05/2025","iHNHM6H","HT_CLC_THIEN_LOC_2","HT_CLC_THIEN_LOC_2_5","0.02","0","405.52","374.71","0","0","780.23"
"26/05/2025","iHNHM6H","HT_CLC_THIEN_LOC_2","HT_CLC_THIEN_LOC_2_6","0.03","0","0","0","0","0","0"
"26/05/2025","iHNHM6H","HT_CLC_THUONG_LOC_2","HT_CLC_THUONG_LOC_2_4","0","0","0","0","0","0","0"
"26/05/2025","iHNHM6H","HT_CLC_THUONG_LOC_2","HT_CLC_THUONG_LOC_2_5","2.81","0","51164.55","34513.77","416.24","366.64","86461.19"
"26/05/2025","iHNHM6H","HT_CLC_THUONG_LOC_2","HT_CLC_THUONG_LOC_2_6","2.37","0","17186.51","10341.45","208.48","130.51","27866.96"
"26/05/2025","iHNHM6H","HT_CLC_TUNG_LOC_2","HT_CLC_TUNG_LOC_2_4","0","0","436.95","179.1","0","0","616.05"
"26/05/2025","iHNHM6H","HT_CLC_TUNG_LOC_2","HT_CLC_TUNG_LOC_2_5","0.03","0","668.74","552.62","0","0","1221.36"
"26/05/2025","iHNHM6H","HT_CLC_TUNG_LOC_2","HT_CLC_TUNG_LOC_2_6","0.01","0","109.72","160.84","0","0","270.56"
"26/05/2025","iHNHM6H","HT_CLC_VINH_LOC_2","HT_CLC_VINH_LOC_2_4","1.44","0","8119.03","5098.97","199.6","241.42","13659.02"
"26/05/2025","iHNHM6H","HT_CLC_VINH_LOC_2","HT_CLC_VINH_LOC_2_5","1.87","0","9639.29","6080.43","130.24","126.49","15976.45"
"26/05/2025","iHNHM6H","HT_CLC_VINH_LOC_2","HT_CLC_VINH_LOC_2_6","0.3","0","2912.76","1614.2","27.7","21.83","4576.49"
"26/05/2025","iHNHM6H","HT_CLC_XUAN_LOC_2","HT_CLC_XUAN_LOC_2_4","2.79","0","12470.5","8806.16","152.76","117.07","21546.49"
"26/05/2025","iHNHM6H","HT_CLC_XUAN_LOC_2","HT_CLC_XUAN_LOC_2_5","2.01","0","37391.33","19335.27","24.61","19.61","56770.82"
"26/05/2025","iHNHM6H","HT_CLC_XUAN_LOC_2","HT_CLC_XUAN_LOC_2_6","3.46","0","9173.94","6621.3","45.59","36.51","15877.34"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_LANG","HT_DTO_DUC_LANG_4","0.25","0","35675.91","19551.72","3.45","5.59","55236.67"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_LANG","HT_DTO_DUC_LANG_5","0.97","0","46536.47","25535.23","881.22","439.82","73392.74"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_LANG","HT_DTO_DUC_LANG_6","0.38","0","42331.3","25289.46","33.09","27.6","67681.46"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_THO","HT_DTO_DUC_THO_1","0.96","0.03","18004.26","13049.29","1489.54","988.95","33532.03"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_THO","HT_DTO_DUC_THO_2","0.7","0.07","0","0","0","0","0"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_THO","HT_DTO_DUC_THO_3","0.87","0.17","61948.27","36061.34","556","583.01","99148.63"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_YEN_2","HT_DTO_DUC_YEN_2_4","0.64","0","6415.52","4207.09","75.25","57.25","10755.11"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_YEN_2","HT_DTO_DUC_YEN_2_5","0.17","0","4227.39","2442.62","5455.71","1653.31","13779.03"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_DUC_YEN_2","HT_DTO_DUC_YEN_2_6","1.04","0","43209.36","24244.21","1619.75","1633.61","70706.93"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_LIEN_MINH","HT_DTO_LIEN_MINH_4","0.25","0","6526.53","3488.02","225.82","78.95","10319.32"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_LIEN_MINH","HT_DTO_LIEN_MINH_5","0.34","0","15645.76","10108.73","625.24","234.06","26613.79"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_LIEN_MINH","HT_DTO_LIEN_MINH_6","0.33","0","16187.77","12583.52","216.08","160.81","29148.18"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_TAN_HUONG","HT_DTO_TAN_HUONG_1","0.4","0.01","8704.77","4959.02","0.14","0.18","13664.11"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_TAN_HUONG","HT_DTO_TAN_HUONG_2","0.36","0.03","5060.8","2527.49","0.27","0.21","7588.77"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_TAN_HUONG","HT_DTO_TAN_HUONG_3","1.08","0.11","19787.03","13776.57","23.89","26.79","33614.28"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_YEN_HO","HT_DTO_YEN_HO_4","0.31","0.06","12694.17","4651.41","460.33","367.96","18173.87"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_YEN_HO","HT_DTO_YEN_HO_5","0.1","0","6407.73","3975.51","1091.06","1257.37","12731.68"
"26/05/2025","BSC_HA_TINH_3","HT_DTO_YEN_HO","HT_DTO_YEN_HO_6","0.09","0","5288.38","2027.67","93.07","102.04","7511.16"
"26/05/2025","iHNHM6H","HT_HTH_BAC_QUY","HT_HTH_BAC_QUY_4","0.14","0","886.96","976.07","80.37","75.52","2018.91"
"26/05/2025","iHNHM6H","HT_HTH_BAC_QUY","HT_HTH_BAC_QUY_5","0.17","0","3548.13","2161.79","71.55","53.08","5834.55"
"26/05/2025","iHNHM6H","HT_HTH_BAC_QUY","HT_HTH_BAC_QUY_6","0.41","0","35656.25","25072.89","815.18","477.89","62022.22"
"26/05/2025","iHNHM6H","HT_HTH_BV_TINH","HT_HTH_BV_TINH_4","1.1","0","5748.43","4065.99","443.35","234.38","10492.15"
"26/05/2025","iHNHM6H","HT_HTH_BV_TINH","HT_HTH_BV_TINH_5","0.18","0","3924.32","3123.67","464.33","330.82","7843.15"
"26/05/2025","iHNHM6H","HT_HTH_BV_TINH","HT_HTH_BV_TINH_6","4.37","0","42758.77","28351.97","364.02","244.21","71718.97"
"26/05/2025","iHNHM6H","HT_HTH_CAO_DANG_Y","HT_HTH_CAO_DANG_Y_4","0.01","0","62.75","95.75","9.93","8.39","176.82"
"26/05/2025","iHNHM6H","HT_HTH_CAO_DANG_Y","HT_HTH_CAO_DANG_Y_5","1.83","0","34023.54","24245.98","462.33","388.63","59120.48"
"26/05/2025","iHNHM6H","HT_HTH_CAO_DANG_Y","HT_HTH_CAO_DANG_Y_6","0.24","0","11861.05","6953","232.07","221.86","19267.98"
"26/05/2025","iHNHM6H","HT_HTH_LE_HONG_PHONG","HT_HTH_LE_HONG_PHONG_4","0.77","0","19219.94","21883.21","207.17","101.59","41411.9"
"26/05/2025","iHNHM6H","HT_HTH_LE_HONG_PHONG","HT_HTH_LE_HONG_PHONG_5","2.67","0","23819.84","17491.3","18612.77","10961.72","70885.63"
"26/05/2025","iHNHM6H","HT_HTH_LE_HONG_PHONG","HT_HTH_LE_HONG_PHONG_6","0.27","0","6532.09","2458.76","199.82","154.66","9345.33"
"26/05/2025","iHNHM6H","HT_HTH_THACH_DAI_3","HT_HTH_THACH_DAI_3_4","0.8","0","3477.22","2032.46","441.6","1983.29","7934.57"
"26/05/2025","iHNHM6H","HT_HTH_THACH_DAI_3","HT_HTH_THACH_DAI_3_5","0.65","0","11757.85","7646.79","349.23","260.21","20014.08"
"26/05/2025","iHNHM6H","HT_HTH_THACH_DAI_3","HT_HTH_THACH_DAI_3_6","0.29","0","5998.86","4242.97","30.64","35.34","10307.81"
"26/05/2025","iHNHM6H","HT_HTH_THACH_HA_3","HT_HTH_THACH_HA_3_1","1.63","0.01","66857.39","39033.52","4404.04","2779.6","113074.56"
"26/05/2025","iHNHM6H","HT_HTH_THACH_HA_3","HT_HTH_THACH_HA_3_2","0.26","0","6811.07","3163.86","205.25","209.32","10389.49"
"26/05/2025","iHNHM6H","HT_HTH_THACH_HA_3","HT_HTH_THACH_HA_3_3","0.5","0","42978.2","32026.77","148.93","107.18","75261.08"
"26/05/2025","iHNHM6H","HT_HTH_THACH_LINH_5","HT_HTH_THACH_LINH_5_4","0.4","0","25101.49","13724.57","82.78","46.04","38954.87"
"26/05/2025","BHNCG2E","LSHL12","LSHL122","0.18","0","8423.88","4239","2650.5","2583.38","17896.75"
"26/05/2025","BHNCG2E","LSHL12","LSHL123","0.14","0","2040.38","1835.38","67.38","61.13","4004.25"
"26/05/2025","BHNCG2E","LSLS01","LSLS011","0.06","0","3995","2393.88","116.25","86.38","6591.5"
"26/05/2025","BHNCG2E","LSLS01","LSLS012","0.08","0","6119.5","2735.5","2413.88","2886.25","14155.12"
"26/05/2025","BHNCG2E","LSLS01","LSLS013","0.04","0","29313.25","12448.13","20.25","36.88","41818.5"
"26/05/2025","BHNCG2E","LSLS04","LSLS042","0.14","0","7550.38","2623.5","98","107.63","10379.5"
"26/05/2025","BHNCG2E","LSLS04","LSLS043","0.17","0","15869.75","8191.5","181.75","612.5","24855.5"
"26/05/2025","BHNCG2E","LSLS08","LSLS081","0.7","0","12066.63","8093","234","1603.88","21997.5"
"26/05/2025","BHNCG2E","LSLS08","LSLS082","0","0","2990.25","1152.88","12.5","44","4199.62"
"26/05/2025","BHNCG2E","LSLS08","LSLS083","0","0","1657.88","960.63","367.13","1497.75","4483.38"
"26/05/2025","BHNCG2E","LSLS09","LSLS091","0","0","281.38","78.5","36","125.75","521.62"
"26/05/2025","BHNCG2E","LSLS09","LSLS092","0","0","2909.13","1675.5","82","419.5","5086.12"
"26/05/2025","BHNCG2E","LSLS09","LSLS093","0.07","0","1263.63","1958","647.5","2058.38","5927.5"
"26/05/2025","BHNCG2E","LSLS10","LSLS101","0.11","0","824.75","696.63","220.5","378.25","2120.12"
"26/05/2025","BHNCG2E","LSLS10","LSLS102","0.07","0","976.88","696","56","139.63","1868.5"
"26/05/2025","BHNCG2E","LSLS10","LSLS103","2.03","0.05","1277.63","1315.38","370.25","750.25","3713.5"
